name,im_set,path,score,split,label
fig|511145.12.peg.877,ecoli,input_jsons/fig|511145.12.peg.877.json,0.633,test,0
fig|511145.12.peg.3809,ecoli,input_jsons/fig|511145.12.peg.3809.json,0.512,test,0
fig|511145.12.peg.1976,ecoli,input_jsons/fig|511145.12.peg.1976.json,0.475,test,0
fig|511145.12.peg.1252,ecoli,input_jsons/fig|511145.12.peg.1252.json,0.426,test,0
fig|511145.12.peg.136,ecoli,input_jsons/fig|511145.12.peg.136.json,0.469,test,0
fig|511145.12.peg.45,ecoli,input_jsons/fig|511145.12.peg.45.json,0.881,test,0
fig|511145.12.peg.114,ecoli,input_jsons/fig|511145.12.peg.114.json,0.1,test,0
fig|511145.12.peg.3220,ecoli,input_jsons/fig|511145.12.peg.3220.json,0.878,test,0
fig|511145.12.peg.2898,ecoli,input_jsons/fig|511145.12.peg.2898.json,0.1,test,0
fig|511145.12.peg.3580,ecoli,input_jsons/fig|511145.12.peg.3580.json,0.466,test,0
fig|511145.12.peg.3550,ecoli,input_jsons/fig|511145.12.peg.3550.json,0.385,test,0
fig|511145.12.peg.1015,ecoli,input_jsons/fig|511145.12.peg.1015.json,0.1,test,0
fig|511145.12.peg.2304,ecoli,input_jsons/fig|511145.12.peg.2304.json,0.263,test,0
fig|511145.12.peg.454,ecoli,input_jsons/fig|511145.12.peg.454.json,0.911,test,0
fig|511145.12.peg.713,ecoli,input_jsons/fig|511145.12.peg.713.json,0.939,test,0
fig|511145.12.peg.2511,ecoli,input_jsons/fig|511145.12.peg.2511.json,0.307,test,0
fig|511145.12.peg.4297,ecoli,input_jsons/fig|511145.12.peg.4297.json,0.987,test,0
fig|511145.12.peg.1799,ecoli,input_jsons/fig|511145.12.peg.1799.json,0.543,test,0
fig|511145.12.peg.3516,ecoli,input_jsons/fig|511145.12.peg.3516.json,0.973,test,0
fig|511145.12.peg.2571,ecoli,input_jsons/fig|511145.12.peg.2571.json,0.797,test,0
fig|511145.12.peg.1340,ecoli,input_jsons/fig|511145.12.peg.1340.json,0.658,test,0
fig|511145.12.peg.1450,ecoli,input_jsons/fig|511145.12.peg.1450.json,0.979,test,0
fig|511145.12.peg.3657,ecoli,input_jsons/fig|511145.12.peg.3657.json,0.1,test,0
fig|511145.12.peg.3574,ecoli,input_jsons/fig|511145.12.peg.3574.json,0.556,test,0
fig|511145.12.peg.785,ecoli,input_jsons/fig|511145.12.peg.785.json,0.468,test,0
fig|511145.12.peg.3305,ecoli,input_jsons/fig|511145.12.peg.3305.json,0.65,test,0
fig|511145.12.peg.4086,ecoli,input_jsons/fig|511145.12.peg.4086.json,0.734,test,0
fig|511145.12.peg.595,ecoli,input_jsons/fig|511145.12.peg.595.json,0.991,test,0
fig|511145.12.peg.3373,ecoli,input_jsons/fig|511145.12.peg.3373.json,0.1,test,0
fig|511145.12.peg.2710,ecoli,input_jsons/fig|511145.12.peg.2710.json,0.16,test,0
fig|511145.12.peg.1967,ecoli,input_jsons/fig|511145.12.peg.1967.json,0.999,test,0
fig|511145.12.peg.1691,ecoli,input_jsons/fig|511145.12.peg.1691.json,0.823,test,0
fig|511145.12.peg.3304,ecoli,input_jsons/fig|511145.12.peg.3304.json,0.615,test,0
fig|511145.12.peg.3982,ecoli,input_jsons/fig|511145.12.peg.3982.json,0.621,test,0
fig|511145.12.peg.33,ecoli,input_jsons/fig|511145.12.peg.33.json,0.1,test,0
fig|511145.12.peg.1177,ecoli,input_jsons/fig|511145.12.peg.1177.json,0.511,test,0
fig|511145.12.peg.4113,ecoli,input_jsons/fig|511145.12.peg.4113.json,0.642,test,0
fig|511145.12.peg.2826,ecoli,input_jsons/fig|511145.12.peg.2826.json,0.595,test,0
fig|511145.12.peg.3205,ecoli,input_jsons/fig|511145.12.peg.3205.json,0.458,test,0
fig|511145.12.peg.1138,ecoli,input_jsons/fig|511145.12.peg.1138.json,0.665,test,0
fig|511145.12.peg.119,ecoli,input_jsons/fig|511145.12.peg.119.json,0.322,test,0
fig|511145.12.peg.434,ecoli,input_jsons/fig|511145.12.peg.434.json,0.1,test,0
fig|511145.12.peg.2508,ecoli,input_jsons/fig|511145.12.peg.2508.json,0.635,test,0
fig|511145.12.peg.240,ecoli,input_jsons/fig|511145.12.peg.240.json,0.619,test,0
fig|511145.12.peg.1461,ecoli,input_jsons/fig|511145.12.peg.1461.json,0.971,test,0
fig|511145.12.peg.3622,ecoli,input_jsons/fig|511145.12.peg.3622.json,0.483,test,0
fig|511145.12.peg.4149,ecoli,input_jsons/fig|511145.12.peg.4149.json,0.999,test,0
fig|511145.12.peg.3104,ecoli,input_jsons/fig|511145.12.peg.3104.json,0.969,test,0
fig|511145.12.peg.2847,ecoli,input_jsons/fig|511145.12.peg.2847.json,0.758,test,0
fig|511145.12.peg.138,ecoli,input_jsons/fig|511145.12.peg.138.json,0.555,test,0
fig|511145.12.peg.2844,ecoli,input_jsons/fig|511145.12.peg.2844.json,0.741,test,0
fig|511145.12.peg.4254,ecoli,input_jsons/fig|511145.12.peg.4254.json,0.81,test,0
fig|511145.12.peg.3716,ecoli,input_jsons/fig|511145.12.peg.3716.json,0.63,test,0
fig|511145.12.peg.703,ecoli,input_jsons/fig|511145.12.peg.703.json,0.983,test,0
fig|511145.12.peg.3868,ecoli,input_jsons/fig|511145.12.peg.3868.json,0.801,test,0
fig|511145.12.peg.1560,ecoli,input_jsons/fig|511145.12.peg.1560.json,0.417,test,0
fig|511145.12.peg.2156,ecoli,input_jsons/fig|511145.12.peg.2156.json,0.474,test,0
fig|511145.12.peg.943,ecoli,input_jsons/fig|511145.12.peg.943.json,0.875,test,0
fig|511145.12.peg.3145,ecoli,input_jsons/fig|511145.12.peg.3145.json,0.82,test,0
fig|511145.12.peg.3203,ecoli,input_jsons/fig|511145.12.peg.3203.json,0.1,test,0
fig|511145.12.peg.3272,ecoli,input_jsons/fig|511145.12.peg.3272.json,0.911,test,0
fig|511145.12.peg.804,ecoli,input_jsons/fig|511145.12.peg.804.json,0.1,test,0
fig|511145.12.peg.3450,ecoli,input_jsons/fig|511145.12.peg.3450.json,0.704,test,0
fig|511145.12.peg.4351,ecoli,input_jsons/fig|511145.12.peg.4351.json,0.662,test,0
fig|511145.12.peg.3384,ecoli,input_jsons/fig|511145.12.peg.3384.json,0.313,test,0
fig|511145.12.peg.1971,ecoli,input_jsons/fig|511145.12.peg.1971.json,0.949,test,0
fig|511145.12.peg.2238,ecoli,input_jsons/fig|511145.12.peg.2238.json,0.1,test,0
fig|511145.12.peg.696,ecoli,input_jsons/fig|511145.12.peg.696.json,0.1,test,0
fig|511145.12.peg.3556,ecoli,input_jsons/fig|511145.12.peg.3556.json,0.295,test,0
fig|511145.12.peg.1051,ecoli,input_jsons/fig|511145.12.peg.1051.json,0.162,test,0
fig|511145.12.peg.3378,ecoli,input_jsons/fig|511145.12.peg.3378.json,0.893,test,0
fig|511145.12.peg.1813,ecoli,input_jsons/fig|511145.12.peg.1813.json,0.1,test,0
fig|511145.12.peg.2924,ecoli,input_jsons/fig|511145.12.peg.2924.json,0.518,test,0
fig|511145.12.peg.1652,ecoli,input_jsons/fig|511145.12.peg.1652.json,0.506,test,0
fig|511145.12.peg.2633,ecoli,input_jsons/fig|511145.12.peg.2633.json,0.748,test,0
fig|511145.12.peg.3323,ecoli,input_jsons/fig|511145.12.peg.3323.json,0.1,test,0
fig|511145.12.peg.605,ecoli,input_jsons/fig|511145.12.peg.605.json,0.1,test,0
fig|511145.12.peg.3660,ecoli,input_jsons/fig|511145.12.peg.3660.json,0.45,test,0
fig|511145.12.peg.4044,ecoli,input_jsons/fig|511145.12.peg.4044.json,0.1,test,0
fig|511145.12.peg.1956,ecoli,input_jsons/fig|511145.12.peg.1956.json,0.485,test,0
fig|511145.12.peg.1745,ecoli,input_jsons/fig|511145.12.peg.1745.json,0.1,test,0
fig|511145.12.peg.881,ecoli,input_jsons/fig|511145.12.peg.881.json,0.727,test,0
fig|511145.12.peg.3889,ecoli,input_jsons/fig|511145.12.peg.3889.json,0.832,test,0
fig|511145.12.peg.3363,ecoli,input_jsons/fig|511145.12.peg.3363.json,0.521,test,0
fig|511145.12.peg.4095,ecoli,input_jsons/fig|511145.12.peg.4095.json,0.987,test,0
fig|511145.12.peg.4161,ecoli,input_jsons/fig|511145.12.peg.4161.json,0.554,test,0
fig|511145.12.peg.2411,ecoli,input_jsons/fig|511145.12.peg.2411.json,0.777,test,0
fig|511145.12.peg.479,ecoli,input_jsons/fig|511145.12.peg.479.json,0.1,test,0
fig|511145.12.peg.1602,ecoli,input_jsons/fig|511145.12.peg.1602.json,0.541,test,0
fig|511145.12.peg.4022,ecoli,input_jsons/fig|511145.12.peg.4022.json,0.969,test,0
fig|511145.12.peg.3719,ecoli,input_jsons/fig|511145.12.peg.3719.json,0.1,test,0
fig|511145.12.peg.3074,ecoli,input_jsons/fig|511145.12.peg.3074.json,0.926,test,0
fig|511145.12.peg.4138,ecoli,input_jsons/fig|511145.12.peg.4138.json,0.1,test,0
fig|511145.12.peg.705,ecoli,input_jsons/fig|511145.12.peg.705.json,0.483,test,0
fig|511145.12.peg.1463,ecoli,input_jsons/fig|511145.12.peg.1463.json,0.1,test,0
fig|511145.12.peg.2757,ecoli,input_jsons/fig|511145.12.peg.2757.json,0.703,test,0
fig|511145.12.peg.3358,ecoli,input_jsons/fig|511145.12.peg.3358.json,0.629,test,0
fig|511145.12.peg.914,ecoli,input_jsons/fig|511145.12.peg.914.json,0.756,test,0
fig|511145.12.peg.1812,ecoli,input_jsons/fig|511145.12.peg.1812.json,0.808,test,0
fig|511145.12.peg.3476,ecoli,input_jsons/fig|511145.12.peg.3476.json,0.421,test,0
fig|511145.12.peg.825,ecoli,input_jsons/fig|511145.12.peg.825.json,0.665,test,0
fig|511145.12.peg.650,ecoli,input_jsons/fig|511145.12.peg.650.json,0.254,test,0
fig|511145.12.peg.903,ecoli,input_jsons/fig|511145.12.peg.903.json,0.1,test,0
fig|511145.12.peg.1716,ecoli,input_jsons/fig|511145.12.peg.1716.json,0.1,test,0
fig|511145.12.peg.715,ecoli,input_jsons/fig|511145.12.peg.715.json,0.733,test,0
fig|511145.12.peg.3084,ecoli,input_jsons/fig|511145.12.peg.3084.json,0.1,test,0
fig|511145.12.peg.4046,ecoli,input_jsons/fig|511145.12.peg.4046.json,0.1,test,0
fig|511145.12.peg.4281,ecoli,input_jsons/fig|511145.12.peg.4281.json,0.494,test,0
fig|511145.12.peg.1734,ecoli,input_jsons/fig|511145.12.peg.1734.json,0.1,test,0
fig|511145.12.peg.3852,ecoli,input_jsons/fig|511145.12.peg.3852.json,0.628,test,0
fig|511145.12.peg.739,ecoli,input_jsons/fig|511145.12.peg.739.json,0.437,test,0
fig|511145.12.peg.118,ecoli,input_jsons/fig|511145.12.peg.118.json,0.1,test,0
fig|511145.12.peg.2594,ecoli,input_jsons/fig|511145.12.peg.2594.json,0.686,test,0
fig|511145.12.peg.4490,ecoli,input_jsons/fig|511145.12.peg.4490.json,0.1,test,0
fig|511145.12.peg.2939,ecoli,input_jsons/fig|511145.12.peg.2939.json,0.411,test,0
fig|511145.12.peg.3162,ecoli,input_jsons/fig|511145.12.peg.3162.json,0.1,test,0
fig|511145.12.peg.1798,ecoli,input_jsons/fig|511145.12.peg.1798.json,0.509,test,0
fig|511145.12.peg.3365,ecoli,input_jsons/fig|511145.12.peg.3365.json,0.436,test,0
fig|511145.12.peg.1326,ecoli,input_jsons/fig|511145.12.peg.1326.json,0.392,test,0
fig|511145.12.peg.4050,ecoli,input_jsons/fig|511145.12.peg.4050.json,0.925,test,0
fig|511145.12.peg.3483,ecoli,input_jsons/fig|511145.12.peg.3483.json,0.566,test,0
fig|511145.12.peg.458,ecoli,input_jsons/fig|511145.12.peg.458.json,0.602,test,0
fig|511145.12.peg.2707,ecoli,input_jsons/fig|511145.12.peg.2707.json,0.947,test,0
fig|511145.12.peg.1833,ecoli,input_jsons/fig|511145.12.peg.1833.json,0.485,test,0
fig|511145.12.peg.79,ecoli,input_jsons/fig|511145.12.peg.79.json,0.409,test,0
fig|511145.12.peg.1130,ecoli,input_jsons/fig|511145.12.peg.1130.json,0.666,test,0
fig|511145.12.peg.15,ecoli,input_jsons/fig|511145.12.peg.15.json,0.27,test,0
fig|511145.12.peg.2700,ecoli,input_jsons/fig|511145.12.peg.2700.json,0.51,test,0
fig|511145.12.peg.912,ecoli,input_jsons/fig|511145.12.peg.912.json,0.1,test,0
fig|511145.12.peg.3638,ecoli,input_jsons/fig|511145.12.peg.3638.json,0.49,test,0
fig|511145.12.peg.238,ecoli,input_jsons/fig|511145.12.peg.238.json,0.1,test,0
fig|511145.12.peg.4385,ecoli,input_jsons/fig|511145.12.peg.4385.json,0.189,test,0
fig|511145.12.peg.2787,ecoli,input_jsons/fig|511145.12.peg.2787.json,0.778,test,0
fig|511145.12.peg.780,ecoli,input_jsons/fig|511145.12.peg.780.json,0.713,test,0
fig|511145.12.peg.1782,ecoli,input_jsons/fig|511145.12.peg.1782.json,0.591,test,0
fig|511145.12.peg.2061,ecoli,input_jsons/fig|511145.12.peg.2061.json,0.1,test,0
fig|511145.12.peg.1350,ecoli,input_jsons/fig|511145.12.peg.1350.json,0.529,test,0
fig|511145.12.peg.3754,ecoli,input_jsons/fig|511145.12.peg.3754.json,0.219,test,0
fig|511145.12.peg.2029,ecoli,input_jsons/fig|511145.12.peg.2029.json,0.452,test,0
fig|511145.12.peg.4492,ecoli,input_jsons/fig|511145.12.peg.4492.json,0.581,test,0
fig|511145.12.peg.1229,ecoli,input_jsons/fig|511145.12.peg.1229.json,0.1,test,0
fig|511145.12.peg.1587,ecoli,input_jsons/fig|511145.12.peg.1587.json,0.92,test,0
fig|511145.12.peg.100,ecoli,input_jsons/fig|511145.12.peg.100.json,0.481,test,0
fig|511145.12.peg.3611,ecoli,input_jsons/fig|511145.12.peg.3611.json,0.1,test,0
fig|511145.12.peg.1978,ecoli,input_jsons/fig|511145.12.peg.1978.json,0.868,test,0
fig|511145.12.peg.399,ecoli,input_jsons/fig|511145.12.peg.399.json,0.48,test,0
fig|511145.12.peg.3534,ecoli,input_jsons/fig|511145.12.peg.3534.json,0.508,test,0
fig|511145.12.peg.4306,ecoli,input_jsons/fig|511145.12.peg.4306.json,0.829,test,0
fig|511145.12.peg.2937,ecoli,input_jsons/fig|511145.12.peg.2937.json,0.1,test,0
fig|511145.12.peg.593,ecoli,input_jsons/fig|511145.12.peg.593.json,0.512,test,0
fig|511145.12.peg.2529,ecoli,input_jsons/fig|511145.12.peg.2529.json,0.512,test,0
fig|511145.12.peg.744,ecoli,input_jsons/fig|511145.12.peg.744.json,0.1,test,0
fig|511145.12.peg.4183,ecoli,input_jsons/fig|511145.12.peg.4183.json,0.988,test,0
fig|511145.12.peg.3531,ecoli,input_jsons/fig|511145.12.peg.3531.json,0.1,test,0
fig|511145.12.peg.3854,ecoli,input_jsons/fig|511145.12.peg.3854.json,0.653,test,0
fig|511145.12.peg.3707,ecoli,input_jsons/fig|511145.12.peg.3707.json,0.612,test,0
fig|511145.12.peg.3153,ecoli,input_jsons/fig|511145.12.peg.3153.json,0.825,test,0
fig|511145.12.peg.301,ecoli,input_jsons/fig|511145.12.peg.301.json,0.395,test,0
fig|511145.12.peg.1929,ecoli,input_jsons/fig|511145.12.peg.1929.json,0.976,test,0
fig|511145.12.peg.20,ecoli,input_jsons/fig|511145.12.peg.20.json,0.626,test,0
fig|511145.12.peg.2329,ecoli,input_jsons/fig|511145.12.peg.2329.json,0.987,test,0
fig|511145.12.peg.3672,ecoli,input_jsons/fig|511145.12.peg.3672.json,0.628,test,0
fig|511145.12.peg.232,ecoli,input_jsons/fig|511145.12.peg.232.json,0.1,test,0
fig|511145.12.peg.3270,ecoli,input_jsons/fig|511145.12.peg.3270.json,0.757,test,0
fig|511145.12.peg.3309,ecoli,input_jsons/fig|511145.12.peg.3309.json,0.97,test,0
fig|511145.12.peg.503,ecoli,input_jsons/fig|511145.12.peg.503.json,0.1,test,0
fig|511145.12.peg.3300,ecoli,input_jsons/fig|511145.12.peg.3300.json,0.458,test,0
fig|511145.12.peg.736,ecoli,input_jsons/fig|511145.12.peg.736.json,0.575,test,0
fig|511145.12.peg.193,ecoli,input_jsons/fig|511145.12.peg.193.json,0.708,test,0
fig|511145.12.peg.3913,ecoli,input_jsons/fig|511145.12.peg.3913.json,0.1,test,0
fig|511145.12.peg.2005,ecoli,input_jsons/fig|511145.12.peg.2005.json,0.998,test,0
fig|511145.12.peg.955,ecoli,input_jsons/fig|511145.12.peg.955.json,0.45,test,0
fig|511145.12.peg.241,ecoli,input_jsons/fig|511145.12.peg.241.json,0.1,test,0
fig|511145.12.peg.3267,ecoli,input_jsons/fig|511145.12.peg.3267.json,0.1,test,0
fig|511145.12.peg.2150,ecoli,input_jsons/fig|511145.12.peg.2150.json,0.6,test,0
fig|511145.12.peg.1091,ecoli,input_jsons/fig|511145.12.peg.1091.json,0.5,test,0
